r (Angstrom),"g(r) OH-Cl-, F","g(r) OH-OE1, F"
0.1,0.0,0.0
0.30000000000000004,0.0,0.0
0.5000000000000001,0.0,0.0
0.7000000000000001,0.0,0.0
0.9000000000000001,0.0,0.0
1.1000000000000003,0.0,0.0
1.3000000000000003,0.0,0.0
1.5000000000000004,0.0,0.0
1.7000000000000004,0.0,0.0
1.9000000000000004,0.0,0.0
2.1000000000000005,0.0,0.0
2.3000000000000007,0.0,0.0
2.5000000000000004,0.0,0.0
2.7000000000000006,0.0,0.0
2.900000000000001,0.0,0.0
3.1000000000000005,0.0,0.007575056126164989
3.3000000000000007,0.0011512832185922848,0.032313641692737
3.500000000000001,0.014330968680928445,0.08419206925721813
3.7000000000000006,0.09618032396691177,0.12764917163491543
3.900000000000001,0.2209569626285703,0.16993942008494325
4.1000000000000005,0.3118299855965468,0.2223528792000215
4.300000000000001,0.38862905414324705,0.26910277234617686
4.500000000000001,0.4087356996025934,0.2870535896016185
4.7,0.41216643284252485,0.3241480950163853
4.9,0.4732286233058617,0.3664696002375709
5.1000000000000005,0.5154409613235517,0.40547519029676793
5.300000000000001,0.5478223793688013,0.4623024749993148
5.500000000000001,0.5626051580171314,0.5031385962342199
5.700000000000001,0.582881064611645,0.5666949399873991
5.9,0.6074457508601875,0.6049176257959454
6.1000000000000005,0.665007345607725,0.602759575501044
6.300000000000001,0.7144601731692951,0.6592804431372966
6.500000000000001,0.7798228970838595,0.6552810622300432
6.700000000000001,0.8105181683548331,0.6521444092614276
6.900000000000001,0.845352002794494,0.658724176031457
7.100000000000001,0.8324854631221241,0.6649983186071002
7.300000000000001,0.8583420634584531,0.6989797186910043
7.500000000000001,0.878951827312267,0.7068697140237394
7.700000000000001,0.8975593114017167,0.7125970993391925
7.900000000000001,0.9139848174070881,0.7209326478347765
8.100000000000001,0.9003807047180891,0.7405340344358757
8.3,0.8877346334611228,0.7315258745825509
8.500000000000002,0.895926928994736,0.753795644900799
8.700000000000001,0.8991239441824252,0.7708550986493822
8.900000000000002,0.8935284733697135,0.7795072017286061
9.100000000000001,0.9090608823365754,0.7942904892446688
9.3,0.9309973519677521,0.8264549412017778
9.500000000000002,0.9031893852367601,0.8342493665473282
9.700000000000001,0.9413817421844344,0.82921417248306
9.900000000000002,0.934315803299897,0.8504242111866379
10.100000000000001,0.9669039873859604,0.8668341413089691
10.300000000000002,0.9466251139835649,0.867672590091809
10.500000000000002,0.9635809934114287,0.881276544462371
10.700000000000001,0.9809208852065732,0.8845892351632726
10.900000000000002,0.9922327374303623,0.8910566950851114
11.100000000000001,0.9679982189838189,0.9067142420637282
11.300000000000002,0.9611461780996067,0.9053256759768079
11.500000000000002,0.9867117498179259,0.9006255115668619
11.700000000000001,0.9934907443867887,0.9331482009967076
11.900000000000002,0.9795970238212008,0.9426882322117938
12.100000000000001,0.9837189582942178,0.9540432453300264
12.300000000000002,0.9965928741456012,0.9394953988324092
12.500000000000002,0.9833392547013446,0.9582888081335763
12.700000000000003,0.9931282791381226,0.9688358803393995
12.900000000000002,1.0093800581200516,0.970910148605935
13.100000000000001,0.9948721089501433,0.9786803208447926
13.300000000000002,1.0016240491885569,0.9763804890700076
13.500000000000002,1.0051996791849784,0.969368800762385
13.700000000000003,1.0059369074521296,0.9803344405630612
13.900000000000002,0.9984258386228576,0.9789031578495708
14.100000000000003,1.0041208868237126,0.9854108579584071
14.300000000000002,0.9853675910565898,0.9736996418866642
14.500000000000002,1.0153447670417455,0.9892312601941218
14.700000000000003,1.0050856592774113,0.979015452190471
14.900000000000002,0.9964768525400898,0.9928241106570297
15.100000000000003,1.0038645165558844,0.9862724084235821
15.300000000000002,1.0088694619778837,0.9967527689683956
15.500000000000002,1.005503303579863,0.9968539737231696
15.700000000000003,1.0068657512720744,1.0052589538795098
15.900000000000002,1.0056581480680833,1.0038954467503323
16.100000000000005,1.0015861725147446,1.0018217550439632
16.300000000000004,1.006192522769965,1.0109137310501093
16.500000000000004,1.0166392359204695,1.005377695106377
16.700000000000006,1.0003055248868236,1.0008950734485627
16.900000000000006,1.008477197634901,1.0070511232849384
17.100000000000005,1.004540741017701,0.9993657646358215
17.300000000000004,1.0049597556471288,1.0007219163744452
17.500000000000004,1.0084556796353268,0.9975989315537381
17.700000000000006,1.0043311707344647,1.0106763493483333
17.900000000000006,1.0113724901773975,1.0144729457229782
18.100000000000005,1.0112362630318388,0.9997668992986959
18.300000000000004,1.0128877554975948,1.0070298057046212
18.500000000000004,1.0045556747720283,1.0032124580897817
18.700000000000006,1.0007582706708118,1.0111682621887335
18.900000000000006,1.0029352992701877,1.0038234057758748
19.100000000000005,1.0065557301167352,1.008827849682751
19.300000000000004,1.007521343216511,1.0019054948291561
19.500000000000004,1.0085331105089186,1.0095450440311078
19.700000000000006,1.0133359121647794,1.017895701043308
19.900000000000006,1.0012726397391432,1.0078949312063092
20.100000000000005,0.9944551686385579,1.009334291296068
